X,Y,cluster_id
996.0,9034.0,0
1034.0,8997.0,0
1006.0,9087.0,0
5189.0,1850.0,1
5176.0,1932.0,1
5195.0,1882.0,1
3326.0,4046.0,2
3381.0,4094.0,2
3330.0,4108.0,2
3369.0,4049.0,2
4711.0,2257.0,3
4781.0,2275.0,3
4643.0,2290.0,3
4670.0,2281.0,3
4761.0,2243.0,3
4636.0,2283.0,3
4750.0,2207.0,3
2724.0,3719.0,4
2813.0,3716.0,4
2777.0,3714.0,4
3145.0,5388.0,5
3133.0,5337.0,5
3171.0,5391.0,5
1976.0,9132.0,6
1938.0,9155.0,6
1896.0,9186.0,6
1362.0,9221.0,7
1329.0,9261.0,7
1367.0,9175.0,7
2857.0,5035.0,8
2832.0,5079.0,8
2822.0,5071.0,8
1253.0,7999.0,9
1208.0,7971.0,9
3888.0,2502.0,10
3874.0,2522.0,10
3864.0,2569.0,10
3915.0,2558.0,10
3916.0,2582.0,10
3945.0,2606.0,10
2782.0,3846.0,11
2808.0,3801.0,11
994.0,9741.0,12
969.0,9786.0,12
3637.0,4433.0,13
3604.0,4464.0,13
3581.0,4457.0,13
3753.0,4546.0,14
3763.0,4596.0,14
3811.0,4603.0,14
5051.0,2088.0,15
5092.0,1975.0,15
5084.0,2021.0,15
5046.0,2054.0,15
5027.0,2009.0,15
2278.0,4941.0,16
2255.0,4986.0,16
3730.0,2435.0,17
3768.0,2439.0,17
3749.0,2401.0,17
5020.0,1875.0,18
5068.0,1864.0,18
1157.0,8086.0,19
1090.0,8146.0,19
1151.0,8092.0,19
1194.0,8123.0,19
1132.0,8119.0,19
1235.0,9512.0,20
1218.0,9560.0,20
1239.0,9567.0,20
2909.0,3826.0,21
2868.0,3851.0,21
2784.0,4496.0,22
2740.0,4502.0,22
2747.0,4463.0,22
952.0,9373.0,23
943.0,9331.0,23
4009.0,5886.0,24
3971.0,5895.0,24
3961.0,5781.0,25
3914.0,5788.0,25
3837.0,2835.0,26
3789.0,2840.0,26
3868.0,2839.0,26
2374.0,5043.0,27
2356.0,5052.0,27
3399.0,5175.0,28
3436.0,5236.0,28
3435.0,5164.0,28
3413.0,5224.0,28
3439.0,5161.0,28
3446.0,5204.0,28
3542.0,4576.0,29
3537.0,4635.0,29
3541.0,4585.0,29
3523.0,4642.0,29
2590.0,5582.0,30
2621.0,5565.0,30
4559.0,1847.0,31
4594.0,1883.0,31
3026.0,3971.0,32
3025.0,4010.0,32
3138.0,4033.0,33
3164.0,4058.0,33
2947.0,4941.0,34
2905.0,4961.0,34
2939.0,4278.0,35
2975.0,4288.0,35
4046.0,6005.0,36
4035.0,5970.0,36
4050.0,5973.0,36
3954.0,4007.0,37
3964.0,4051.0,37
3984.0,4050.0,37
4201.0,2283.0,38
4134.0,2285.0,38
4168.0,2249.0,38
4141.0,2267.0,38
4142.0,2221.0,38
1442.0,8634.0,39
1439.0,8671.0,39
1391.0,8678.0,39
982.0,8192.0,40
1002.0,8233.0,40
3854.0,3627.0,41
3816.0,3651.0,41
4930.0,2372.0,42
4892.0,2360.0,42
4950.0,2393.0,42
3062.0,4074.0,43
3074.0,4066.0,43
3016.0,4087.0,43
4890.0,2041.0,44
4910.0,1998.0,44
1375.0,8289.0,45
1335.0,8297.0,45
3470.0,3029.0,46
3429.0,3049.0,46
3430.0,3027.0,46
3718.0,5266.0,47
3744.0,5244.0,47
2470.0,5534.0,48
2513.0,5518.0,48
2508.0,5525.0,48
4396.0,1832.0,49
4410.0,1796.0,49
1057.0,7721.0,50
1035.0,7720.0,50
1240.0,9819.0,51
1251.0,9818.0,51
1195.0,9824.0,51
3581.0,3873.0,52
3592.0,3850.0,52
3618.0,3902.0,52
1789.0,7376.0,53
1145.0,9519.0,54
1091.0,9508.0,54
1128.0,9492.0,54
4253.0,1483.0,55
4545.0,2258.0,56
4543.0,2249.0,56
1209.0,9369.0,57
1173.0,9366.0,57
1169.0,9405.0,57
3300.0,3725.0,58
1163.0,10081.0,59
1135.0,10080.0,59
1178.0,10052.0,59
1169.0,10068.0,59
3773.0,3202.0,60
3801.0,3165.0,60
1003.0,8307.0,61
991.0,8294.0,61
978.0,8327.0,61
3029.0,4780.0,62
3056.0,4797.0,62
3052.0,4800.0,62
1708.0,8865.0,63
1726.0,8860.0,63
3510.0,2707.0,64
3548.0,2745.0,64
3526.0,2738.0,64
4965.0,1826.0,65
4959.0,1856.0,65
746.0,9031.0,66
4047.0,1230.0,67
4075.0,1249.0,67
5056.0,2263.0,68
1356.0,9618.0,69
1340.0,9618.0,69
4092.0,3319.0,70
4059.0,3312.0,70
3995.0,1020.0,71
4001.0,985.0,71
3070.0,5246.0,72
3096.0,5259.0,72
891.0,9440.0,73
863.0,9448.0,73
3753.0,5035.0,74
3742.0,5062.0,74
3712.0,2924.0,75
3656.0,2913.0,75
